gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0B4B01B4B	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0B415175C	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0C33FB78E	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00605BE5F	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01CD69B71	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC09EB70913	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01E49D97E	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS07C63C8BC	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	GLS2	0.029	0.009	0.0	0.0	0.009	0.025	0.002	0.014	0.0	0.012	0.015	0.0	0.015	0.001	0.0	0.039	0.0	0.019	0.0	0.0	0.0	0.017	0.017	0.0	0.006	0.018	0.026	0.004	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.156	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.036	0.0	0.021	0.0	0.005	0.006	0.0	0.0	0.015	0.012
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS096A4BF1B	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0F46608E1	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS013047C58	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0D9BFD8AF	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0ACDCA68F	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0FF085B8B	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0A195F101	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC00939F2D1	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0567FF312	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC064FD0FE9	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC04A0FDD1C	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC00BFD8B11	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0BC3D8A73	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0DB067721	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0270ABC42	GLS2	0.014	0.008	0.0	0.0	0.009	0.014	0.002	0.011	0.0	0.006	0.008	0.0	0.008	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.011	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.001	0.009
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS094923202	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0141EF49C	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0E9B87C01	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0AA5F0945	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC01CE8AC41	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC038267193	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0687D7002	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC02227FA06	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC015FAF28E	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC068956044	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC02DBB58E9	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CC0D299DB74	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0E5972156	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS071CB03F7	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
GLS2	Q9UI32	True	GLSL_HUMAN	Glutamate_byGLS2_and_SLC1A7	CPI-CS0180815DB	GLS2	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0
PTGDS	P41222	True	PTGDS_HUMAN	PGD2_byPTGDS	CPI-CS0FADCFDB9	PTGDS	1.986	0.944	1.411	0.271	0.303	0.083	0.106	0.307	0.025	0.088	0.102	0.718	0.21	0.219	1.308	0.11	0.073	0.372	0.211	0.0	0.064	1.252	0.415	0.919	0.284	0.279	0.157	0.445	0.119	0.568	0.322	0.487	0.616	0.865	1.074	0.243	0.501	0.865	0.185	2.684	0.0	0.255	0.414	0.458	0.089	0.719	0.991	0.269	0.611	0.758	1.528	1.467	0.596
TENM2	Q9NT68	True	TEN2_HUMAN	TENM2_FLRT3_complex	CPI-CS04534E61E	TENM2	0.0	0.005	0.0	0.0	0.013	0.0	0.003	0.004	0.0	0.006	0.005	0.033	0.016	0.023	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.009	0.017	0.011	0.048	0.0	0.0	0.043	0.0	0.023	0.009	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.019	0.0	0.0	0.004	0.0	0.0	0.002	0.0
TENM2	Q9NT68	True	TEN2_HUMAN	TENM2_FLRT3_complex	CPI-CS049AAD8F5	TENM2	0.0	0.005	0.0	0.0	0.013	0.0	0.003	0.004	0.0	0.006	0.005	0.033	0.016	0.023	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.009	0.017	0.011	0.048	0.0	0.0	0.043	0.0	0.023	0.009	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.019	0.0	0.0	0.004	0.0	0.0	0.002	0.0
FLRT3	Q9NZU0	True	FLRT3_HUMAN	TENM2_FLRT3_complex	CPI-CS04534E61E	FLRT3	0.0	0.005	0.0	0.0	0.013	0.0	0.003	0.004	0.0	0.006	0.005	0.033	0.016	0.023	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.009	0.017	0.011	0.048	0.0	0.0	0.043	0.0	0.023	0.009	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.019	0.0	0.0	0.004	0.0	0.0	0.002	0.0
